feor_code,feor_name,teaor_A,teaor_B,teaor_C,teaor_D,teaor_E,teaor_F,teaor_G,teaor_H,teaor_I,teaor_J,teaor_K,teaor_M,teaor_N,teaor_O,teaor_P,teaor_Q,teaor_R,teaor_S
2725,"Rendező, operatőr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.1
2726,"Színész, bábművész",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.1
2727,"Táncművész, koreográfus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.1
2728,Cirkuszi- és hasonló előadóművész,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.1
2729,Egyéb alkotó- és előadó-művészi foglalkozású (felsőfokú képzettséghez kapcsolódó),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.1
2730,"Pap (lelkész), egyházi foglalkozású",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.1
2910,Egyéb magasan képzett ügyintéző,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.2,0.2,0.1,0.0,0.0,0.0
3111,Bányászati technikus,0.0,0.0,0.55,0.15,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3112,Kohó- és anyagtechnikus,0.0,0.0,0.55,0.15,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3113,Élelmiszer-ipari technikus,0.0,0.0,0.55,0.15,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3114,Fa- és könnyűipari technikus,0.0,0.0,0.55,0.15,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3115,Vegyésztechnikus,0.0,0.0,0.55,0.15,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3116,Gépésztechnikus,0.0,0.0,0.55,0.15,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3117,Építő- és építésztechnikus,0.0,0.0,0.55,0.15,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3121,Villamosipari technikus (energetikai technikus),0.0,0.0,0.55,0.15,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3122,Villamosipari technikus (elektronikai technikus),0.0,0.0,0.55,0.15,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3131,Mezőgazdasági technikus,0.35,0.0,0.2,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3132,Erdő- és természetvédelmi technikus,0.35,0.0,0.2,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3133,Földmérő és térinformatikai technikus,0.35,0.0,0.2,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3134,Környezetvédelmi technikus,0.35,0.0,0.2,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3135,Minőségbiztosítási technikus,0.35,0.0,0.2,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3136,"Műszaki rajzoló, szerkesztő",0.35,0.0,0.2,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3139,"Egyéb, máshova nem sorolható technikusSzámítástechnikai (informatikai) és kommunikációs foglalkozások",0.35,0.0,0.2,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3141,Informatikai és kommunikációs rendszereket kezelő technikus,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
3142,Informatikai és kommunikációs rendszerek felhasználóit támogató technikus,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
3143,Számítógéphálózat- és rendszertechnikus,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
3144,Webrendszer- (hálózati) technikus,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
3145,Műsorszóró és audiovizuális technikus,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
3146,Telekommunikációs technikusFolyamatirányítók (berendezések vezérlői),0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
3151,Energetikai (erőművi) berendezés vezérlője,0.0,0.15,0.35,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3152,"Égető-, víz- és csatornaművi berendezés vezérlője",0.0,0.15,0.35,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3153,Vegyipari alapanyag-feldolgozó berendezés vezérlője,0.0,0.15,0.35,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3154,Kőolaj- és földgázfinomító berendezés vezérlője,0.0,0.15,0.35,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3155,Fémgyártási berendezés vezérlője,0.0,0.15,0.35,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3159,Egyéb folyamatirányító berendezés vezérlőjeÜzemfenntartási foglalkozások,0.0,0.15,0.35,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3161,Munka- és termelésszervező,0.0,0.0,0.35,0.2,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3162,Energetikus,0.0,0.0,0.35,0.2,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3163,Munkavédelmi és üzembiztonsági foglalkozású,0.0,0.0,0.35,0.2,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3171,"Tengeri és belvízi hajóparancsnok, fedélzeti tiszt",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3172,"Légijármű-vezető, hajózómérnök",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3173,Légiforgalmi irányító,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3174,Légiforgalmi irányítástechnikai berendezések üzemeltetője,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3190,"Egyéb műszaki foglalkozású Szakmai irányítók, felügyelők Ipari, építőipari szakmai irányítók, felügyelők",0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3211,"Bányászati szakmai irányító, felügyelő",0.0,0.0,0.25,0.0,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.1,0.15,0.15,0.0,0.0,0.0,0.0
3212,"Feldolgozóipari szakmai irányító, felügyelő",0.0,0.0,0.25,0.0,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.1,0.15,0.15,0.0,0.0,0.0,0.0
3213,"Építőipari szakmai irányító, felügyelő Egyéb szakmai irányítók, felügyelők",0.0,0.0,0.25,0.0,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.1,0.15,0.15,0.0,0.0,0.0,0.0
3221,"Irodai szakmai irányító, felügyelő",0.0,0.0,0.25,0.0,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.1,0.15,0.15,0.0,0.0,0.0,0.0
3222,"Konyhafőnök, séf Ápolási és szülészeti kapcsolódó foglalkozások",0.0,0.0,0.25,0.0,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.1,0.15,0.15,0.0,0.0,0.0,0.0
3311,"Ápoló, szakápoló",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3312,Szülész(nő)i tevékenység segítője,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3321,Általános egészségügyi asszisztens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3322,Egészségügyi dokumentátor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3323,Orvosi képalkotó diagnosztikai és terápiás berendezések kezelője,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3324,Orvosi laboratóriumi asszisztens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3325,Fogászati asszisztens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3326,Gyógyszertári és gyógyszerellátási asszisztens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3327,Alternatív gyógymódok alkalmazásának segítőjeHumánegészségügyhöz kapcsolódó foglalkozások,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3331,Környezet- és foglalkozás-egészségügyi kiegészítő foglalkozású,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3332,"Fizioterápiás asszisztens, masszőr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3333,Fogtechnikus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3334,Ortopédiai eszközkészítő,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3335,Látszerész,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3339,"Egyéb, humánegészségügyhöz kapcsolódó foglalkozású",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3341,Állatorvosi asszisztens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3342,Növényorvosi (növényvédelmi) asszisztens Oktatási asszisztensek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3410,Oktatási asszisztens Szociális gondozási és munkaerő-piaci szolgáltatási foglalkozások Szociális foglalkozások,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3511,Szociális segítő,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0
3512,"Hivatásos nevelőszülő, főállású anya",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0
3513,"Szociális gondozó, szakgondozó",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0
3514,Jelnyelvi tolmács,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0
3515,Ifjúságsegítő Munkaerő-piaci szolgáltatási ügyintézők,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0
3520,Munkaerő-piaci szolgáltatási ügyintéző,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0
3611,Pénzügyi ügyintéző (a pénzintézeti ügyintéző kivételével),0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3612,Pénzintézeti ügyintéző,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3613,"Tőzsde- és pénzügyi ügynök, bróker",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3614,Számviteli ügyintéző,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3615,Statisztikai ügyintéző,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3616,"Értékbecslő, kárbecslő, kárszakértőKereskedelmi és értékesítési ügyintézők, ügynökök",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3621,"Biztosítási ügynök, ügyintéző",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3622,Kereskedelmi ügyintéző,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3623,"Anyaggazdálkodó, felvásárló",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3624,Ügynök (a biztosítási ügynök kivételével)Egyéb üzleti jellegű szolgáltatások ügyintézői,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3631,Konferencia- és rendezvényszervező,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3632,Marketing- és PR-ügyintéző,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3633,"Ingatlanügynök, ingatlanforgalmazási ügyintéző",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3639,"Egyéb, máshova nem sorolható üzleti jellegű szolgáltatás ügyintézőjeIgazgatási és jogi asszisztensek",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3641,Személyi asszisztens,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3642,Jogi asszisztens,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3649,Egyéb igazgatási és jogi asszisztensHatósági ügyintézők,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3651,Vám- és pénzügyőr,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3652,Adó- és illetékhivatali ügyintéző,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3653,Társadalombiztosítási és segélyezési hatósági ügyintéző,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3654,Hatósági engedélyek kiadásával foglalkozó ügyintéző,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3655,Nyomozó,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3656,"Végrehajtó, adósságbehajtó",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3659,Egyéb hatósági ügyintéző,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.2,0.15,0.2,0.0,0.0,0.0,0.0
3711,"Segédszínész, statiszta",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.1
3712,Segédrendező,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.1
3713,Fényképész,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.1
3714,"Díszletező, díszítő",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.1
3715,Kiegészítő filmgyártási és színházi foglalkozású,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.1
3716,"Lakberendező, dekoratőr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.1
3717,Kulturális intézményi szaktechnikus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.1
3719,Egyéb művészeti és kulturális foglalkozású Sport- és szabadidős foglalkozások,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.1
3721,Sportoló,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.1
3722,Fitnesz- és rekreációs program irányítója Egyéb vallási foglalkozások,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.1
3730,Egyéb vallási foglalkozású,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.1
3910,Egyéb ügyintéző,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25
4111,Titkár(nő),0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4112,Általános irodai adminisztrátor,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4113,"Gépíró, szövegszerkesztő",0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4114,"Adatrögzítő, kódolóSzámviteli foglalkozások",0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4121,Könyvelő (analitikus),0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4122,Bérelszámoló,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4123,"Pénzügyi, statisztikai, biztosítási adminisztrátor",0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4129,Egyéb számviteli foglalkozásúIrodai szaknyilvántartási foglalkozások,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4131,Készlet- és anyagnyilvántartó,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4132,"Szállítási, szállítmányozási nyilvántartó",0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4133,"Könyvtári, levéltári nyilvántartó",0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4134,Humánpolitikai adminisztrátor,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4135,"Postai szolgáltató (kézbesítő, válogató)",0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4136,"Iratkezelő, irattáros",0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4190,"Egyéb, máshova nem sorolható irodai, ügyviteli foglalkozású",0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.15,0.2,0.2,0.1,0.1,0.0,0.0
4211,Banki pénztáros,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.1
4212,Szerencsejáték-szervező,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.1
4213,Zálogházi ügyintéző és pénzkölcsönző,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.1
4221,"Utazásszervező, tanácsadó",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.1
4222,Recepciós,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.1
4223,Szállodai recepciós,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.1
4224,Ügyfél- (vevő)tájékoztató,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.1
4225,Ügyfélszolgálati központ tájékoztatója,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.1
4226,"Lakossági kérdező, összeíró",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.1
4227,Postai ügyfélkapcsolati foglalkozású,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.1
4229,Egyéb ügyfélkapcsolati foglalkozású,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.2,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.1
5111,Kereskedő,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5112,Vezető eladó,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5113,Bolti eladó,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5114,Kölcsönző,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5115,"Piaci, utcai árus",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5116,"Piaci, utcai étel- és italárus",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5117,"Bolti pénztáros, jegypénztárosEgyéb kereskedelmi foglalkozások",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5121,Üzemanyagtöltő állomás kezelője,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5122,Áru- és divatbemutató,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5123,Telefonos (multimédiás) értékesítési ügynök,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5129,"Egyéb, máshova nem sorolható kereskedelmi foglalkozásúVendéglátó-ipari foglalkozások",0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
